entry_timestamp,exit_timestamp,session_id,quality,vol_percentile,stop_points,rr,horizon,raw_points,net_points,net_R,exit_reason,holding_bars,window,validation_start,validation_end,trade_index,entry_price,path_length,max_MAE_R,max_MFE_R,final_close_R,time_to_max_MFE,time_to_max_MAE,outcome,exit_reason_path,net_R_path,window_path,mae_1R,mfe_1R,close_1R,mae_2R,mfe_2R,close_2R,mae_3R,mfe_3R,close_3R,mae_4R,mfe_4R,close_4R,mae_5R,mfe_5R,close_5R,mae_6R,mfe_6R,close_6R,mae_7R,mfe_7R,close_7R,mae_8R,mfe_8R,close_8R,mae_9R,mfe_9R,close_9R,mae_10R,mfe_10R,close_10R,mae_11R,mfe_11R,close_11R,mae_12R,mfe_12R,close_12R,mae_13R,mfe_13R,close_13R,mae_14R,mfe_14R,close_14R,mae_15R,mfe_15R,close_15R,mae_16R,mfe_16R,close_16R,mae_17R,mfe_17R,close_17R,mae_18R,mfe_18R,close_18R,mae_19R,mfe_19R,close_19R,mae_20R,mfe_20R,close_20R,mae_1,mfe_1,close_1,mae_2,mfe_2,close_2,mae_3,mfe_3,close_3,mae_4,mfe_4,close_4,mae_5,mfe_5,close_5,mae_6,mfe_6,close_6,mae_7,mfe_7,close_7,mae_8,mfe_8,close_8,mae_change_1_8,mae_change_2_8,mae_change_3_8,mae_change_5_8,mfe_change_1_8,mfe_change_2_8,mfe_change_3_8,mfe_change_5_8,close_change_1_8,close_change_2_8,close_change_3_8,close_change_5_8,mfe_minus_mae_8,mfe_to_mae_8,mae_speed_1_8,mae_speed_3_8,mae_speed_5_8,mfe_speed_1_8,mfe_speed_3_8,mfe_speed_5_8,mae_path_std_8,mfe_path_std_8,close_path_std_8,final_profitable,early_adverse,recovery_group,mae_threshold,strategy_R,strategy_exit_bar,strategy_exit_reason,filter_triggered,mae_crossing_bar
2023-06-01 15:38:00-04:00,2023-06-01 15:47:00-04:00,2023-05-31,1.0,0.4073177882112024,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,9,9,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00,52,14440.0,21,1.29,0.26,-0.94,2,18,LOSS,stop,-1.0444,9,0.22,0.1,0.01,0.22,0.26,-0.09,0.22,0.26,-0.01,0.22,0.26,-0.14,0.38,0.26,-0.38,0.5,0.26,-0.41,0.7,0.26,-0.62,0.8,0.26,-0.74,1.05,0.26,-0.96,1.08,0.26,-0.83,1.15,0.26,-1.09,1.15,0.26,-0.6,1.15,0.26,-0.75,1.15,0.26,-0.7,1.15,0.26,-0.84,1.28,0.26,-0.93,1.28,0.26,-1.16,1.29,0.26,-0.95,1.29,0.26,-0.87,1.29,0.26,-0.94,0.22,0.1,0.01,0.22,0.26,-0.09,0.22,0.26,-0.01,0.22,0.26,-0.14,0.38,0.26,-0.38,0.5,0.26,-0.41,0.7,0.26,-0.62,0.8,0.26,-0.74,0.5800000000000001,0.5800000000000001,0.5800000000000001,0.42,0.16,0.0,0.0,0.0,-0.75,-0.65,-0.73,-0.36,-0.54,0.325,0.1,0.116,0.14,0.0325,0.0,0.0,0.235902522241709,0.0565685424949238,0.2839391282853221,False,True,FAILURE,0.75,0.74,8,mae_filter_exit,True,8.0
2023-06-07 12:25:00-04:00,2023-06-07 12:34:00-04:00,2023-06-06,0.943352782323585,0.4602277948183899,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,9,9,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00,53,14388.5,21,1.55,0.58,-1.3,2,19,LOSS,stop,-1.0444,9,0.14,0.21,0.1,0.14,0.58,0.5,0.14,0.58,0.12,0.16,0.58,0.03,0.5,0.58,-0.49,0.69,0.58,-0.62,0.77,0.58,-0.4,0.96,0.58,-0.92,1.18,0.58,-1.03,1.27,0.58,-0.99,1.38,0.58,-1.17,1.38,0.58,-0.96,1.38,0.58,-0.84,1.38,0.58,-0.98,1.38,0.58,-1.16,1.47,0.58,-1.39,1.47,0.58,-0.99,1.47,0.58,-1.31,1.55,0.58,-1.49,1.55,0.58,-1.3,0.14,0.21,0.1,0.14,0.58,0.5,0.14,0.58,0.12,0.16,0.58,0.03,0.5,0.58,-0.49,0.69,0.58,-0.62,0.77,0.58,-0.4,0.96,0.58,-0.92,0.82,0.82,0.82,0.4599999999999999,0.37,0.0,0.0,0.0,-1.02,-1.42,-1.04,-0.43,-0.38,0.6041666666666666,0.12,0.1639999999999999,0.1533333333333333,0.0725,0.0,0.0,0.3367385590378048,0.1308147545195113,0.4710777915740517,False,True,FAILURE,0.75,0.4,7,mae_filter_exit,True,7.0
2023-06-21 15:58:00-04:00,2023-06-21 16:18:00-04:00,2023-06-20,0.9542535002974004,0.4021458044360043,25.0,1.75,20,-0.75,-1.86,-0.0744,timeout,20,9,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00,54,15041.75,21,0.79,0.33,-0.03,1,3,LOSS,timeout,-0.0744,9,0.2,0.33,-0.15,0.73,0.33,-0.63,0.79,0.33,-0.6,0.79,0.33,-0.44,0.79,0.33,-0.34,0.79,0.33,-0.31,0.79,0.33,-0.34,0.79,0.33,-0.37,0.79,0.33,-0.41,0.79,0.33,-0.39,0.79,0.33,-0.55,0.79,0.33,-0.55,0.79,0.33,-0.4,0.79,0.33,-0.38,0.79,0.33,-0.44,0.79,0.33,-0.39,0.79,0.33,-0.26,0.79,0.33,-0.17,0.79,0.33,-0.03,0.79,0.33,-0.03,0.2,0.33,-0.15,0.73,0.33,-0.63,0.79,0.33,-0.6,0.79,0.33,-0.44,0.79,0.33,-0.34,0.79,0.33,-0.31,0.79,0.33,-0.34,0.79,0.33,-0.37,0.5900000000000001,0.06,0.0,0.0,0.0,0.0,0.0,0.0,-0.22,0.26,0.2299999999999999,-0.0299999999999999,-0.46,0.4177215189873418,0.09875,0.0,0.0,0.04125,0.0,0.0,0.2066354623139849,0.0,0.1572759176915343,False,True,FAILURE,0.75,0.6,3,mae_filter_exit,True,3.0
2023-06-22 13:04:00-04:00,2023-06-22 13:10:00-04:00,2023-06-21,0.7826421498393997,0.4206065485540761,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,6,9,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00,55,15087.5,21,1.33,0.22,-1.13,1,18,LOSS,stop,-1.0444,9,0.31,0.22,-0.19,0.64,0.22,-0.58,0.93,0.22,-0.7,0.93,0.22,-0.51,0.93,0.22,-0.59,1.03,0.22,-1.01,1.03,0.22,-0.8,1.13,0.22,-1.01,1.13,0.22,-1.04,1.13,0.22,-0.87,1.13,0.22,-0.54,1.13,0.22,-0.46,1.13,0.22,-0.51,1.13,0.22,-0.88,1.13,0.22,-1.07,1.13,0.22,-0.89,1.13,0.22,-0.83,1.33,0.22,-1.25,1.33,0.22,-1.19,1.33,0.22,-1.13,0.31,0.22,-0.19,0.64,0.22,-0.58,0.93,0.22,-0.7,0.93,0.22,-0.51,0.93,0.22,-0.59,1.03,0.22,-1.01,1.03,0.22,-0.8,1.13,0.22,-1.01,0.8199999999999998,0.4899999999999999,0.1999999999999998,0.1999999999999998,0.0,0.0,0.0,0.0,-0.8200000000000001,-0.43,-0.31,-0.42,-0.91,0.1946902654867257,0.14125,0.0399999999999999,0.0666666666666666,0.0275,0.0,0.0,0.2661866960290411,0.0,0.272393491636115,False,True,FAILURE,0.75,0.7,3,mae_filter_exit,True,3.0
2023-06-23 14:45:00-04:00,2023-06-23 15:05:00-04:00,2023-06-22,0.9629326624549386,0.4249471643789462,25.0,1.75,20,-4.25,-5.359999999999999,-0.2143999999999999,timeout,20,9,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00,56,15049.75,21,0.76,0.76,-0.17,17,1,LOSS,timeout,-0.2143999999999999,9,0.76,0.03,-0.63,0.76,0.03,-0.45,0.76,0.03,-0.64,0.76,0.03,-0.42,0.76,0.03,-0.51,0.76,0.03,-0.18,0.76,0.03,-0.31,0.76,0.03,-0.37,0.76,0.03,-0.3,0.76,0.03,-0.54,0.76,0.03,-0.6,0.76,0.03,-0.29,0.76,0.03,-0.45,0.76,0.03,-0.21,0.76,0.35,0.3,0.76,0.7,0.61,0.76,0.76,0.49,0.76,0.76,0.09,0.76,0.76,0.27,0.76,0.76,-0.17,0.76,0.03,-0.63,0.76,0.03,-0.45,0.76,0.03,-0.64,0.76,0.03,-0.42,0.76,0.03,-0.51,0.76,0.03,-0.18,0.76,0.03,-0.31,0.76,0.03,-0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.08,0.27,0.14,-0.73,0.0394736842105263,0.095,0.0,0.0,0.00375,0.0,0.0,0.0,0.0,0.1562449999199974,False,True,FAILURE,0.75,0.63,1,mae_filter_exit,True,1.0
2023-06-26 11:19:00-04:00,2023-06-26 11:28:00-04:00,2023-06-25,1.0,0.539549048521259,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,9,9,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00,57,14989.25,21,1.58,0.27,-0.97,3,18,LOSS,stop,-1.0444,9,0.23,0.07,-0.05,0.27,0.25,0.16,0.54,0.27,-0.51,0.56,0.27,-0.51,0.56,0.27,-0.04,0.56,0.27,-0.36,0.71,0.27,-0.62,0.9,0.27,-0.83,1.05,0.27,-0.68,1.05,0.27,-0.38,1.05,0.27,-0.66,1.05,0.27,-0.9,1.1,0.27,-1.02,1.36,0.27,-1.33,1.43,0.27,-1.14,1.43,0.27,-1.35,1.43,0.27,-1.38,1.58,0.27,-1.51,1.58,0.27,-1.22,1.58,0.27,-0.97,0.23,0.07,-0.05,0.27,0.25,0.16,0.54,0.27,-0.51,0.56,0.27,-0.51,0.56,0.27,-0.04,0.56,0.27,-0.36,0.71,0.27,-0.62,0.9,0.27,-0.83,0.67,0.63,0.36,0.3399999999999999,0.2,0.02,0.0,0.0,-0.7799999999999999,-0.99,-0.3199999999999999,-0.7899999999999999,-0.63,0.3,0.1125,0.072,0.1133333333333333,0.03375,0.0,0.0,0.216691848353502,0.0700510018282598,0.338188451268562,False,True,FAILURE,0.75,0.83,8,mae_filter_exit,True,8.0
2023-06-26 15:57:00-04:00,2023-06-26 16:01:00-04:00,2023-06-25,0.9813068161554588,0.4493237478067201,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,4,9,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00,58,14856.75,21,1.4,0.13,-1.02,2,16,LOSS,stop,-1.0444,9,0.53,0.0,-0.18,0.53,0.13,-0.04,0.79,0.13,-0.77,1.03,0.13,-0.84,1.03,0.13,-0.74,1.03,0.13,-0.58,1.03,0.13,-0.72,1.03,0.13,-0.72,1.03,0.13,-0.83,1.03,0.13,-0.73,1.03,0.13,-0.89,1.03,0.13,-0.93,1.03,0.13,-0.83,1.03,0.13,-0.89,1.03,0.13,-0.86,1.4,0.13,-1.2,1.4,0.13,-1.11,1.4,0.13,-1.06,1.4,0.13,-1.18,1.4,0.13,-1.02,0.53,0.0,-0.18,0.53,0.13,-0.04,0.79,0.13,-0.77,1.03,0.13,-0.84,1.03,0.13,-0.74,1.03,0.13,-0.58,1.03,0.13,-0.72,1.03,0.13,-0.72,0.5,0.5,0.24,0.0,0.13,0.0,0.0,0.0,-0.54,-0.6799999999999999,0.05,0.02,-0.9,0.1262135922330097,0.12875,0.048,0.0,0.01625,0.0,0.0,0.2284731931759172,0.0459619407771255,0.297558517654211,False,True,FAILURE,0.75,0.77,3,mae_filter_exit,True,3.0
2023-06-28 11:25:00-04:00,2023-06-28 11:30:00-04:00,2023-06-27,0.8411520839700375,0.5992281404924323,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,5,9,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00,59,15124.75,21,2.49,0.02,-2.17,1,14,LOSS,stop,-1.0444,9,0.44,0.02,-0.43,0.53,0.02,-0.29,0.7,0.02,-0.56,0.85,0.02,-0.8,1.0,0.02,-0.94,1.53,0.02,-1.46,1.68,0.02,-1.66,1.68,0.02,-1.53,1.76,0.02,-1.68,1.8,0.02,-1.77,1.8,0.02,-1.52,1.88,0.02,-1.86,2.28,0.02,-2.25,2.49,0.02,-2.25,2.49,0.02,-2.08,2.49,0.02,-2.28,2.49,0.02,-2.0,2.49,0.02,-2.11,2.49,0.02,-2.41,2.49,0.02,-2.17,0.44,0.02,-0.43,0.53,0.02,-0.29,0.7,0.02,-0.56,0.85,0.02,-0.8,1.0,0.02,-0.94,1.53,0.02,-1.46,1.68,0.02,-1.66,1.68,0.02,-1.53,1.24,1.15,0.98,0.6799999999999999,0.0,0.0,0.0,0.0,-1.1,-1.24,-0.97,-0.5900000000000001,-1.66,0.0119047619047619,0.21,0.196,0.2266666666666666,0.0025,0.0,0.0,0.5115365508515914,0.0,0.5319354821243428,False,True,FAILURE,0.75,0.8,4,mae_filter_exit,True,4.0
2023-06-28 15:05:00-04:00,2023-06-28 15:11:00-04:00,2023-06-27,0.9606416078768316,0.4947951990688679,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,6,9,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00,60,15075.0,21,2.09,0.39,-1.74,2,15,LOSS,stop,-1.0444,9,0.31,0.1,0.09,0.31,0.39,-0.05,0.49,0.39,-0.38,0.69,0.39,-0.54,0.82,0.39,-0.73,1.12,0.39,-1.08,1.22,0.39,-1.19,1.4,0.39,-1.31,1.45,0.39,-1.41,1.54,0.39,-1.32,1.54,0.39,-1.43,1.7,0.39,-1.51,1.7,0.39,-1.63,1.87,0.39,-1.82,2.09,0.39,-2.03,2.09,0.39,-1.9,2.09,0.39,-1.7,2.09,0.39,-1.89,2.09,0.39,-1.92,2.09,0.39,-1.74,0.31,0.1,0.09,0.31,0.39,-0.05,0.49,0.39,-0.38,0.69,0.39,-0.54,0.82,0.39,-0.73,1.12,0.39,-1.08,1.22,0.39,-1.19,1.4,0.39,-1.31,1.09,1.09,0.91,0.58,0.29,0.0,0.0,0.0,-1.4,-1.26,-0.93,-0.5800000000000001,-1.0099999999999998,0.2785714285714286,0.175,0.182,0.1933333333333333,0.04875,0.0,0.0,0.4187396054146982,0.1025304832720494,0.522505980827014,False,True,FAILURE,0.75,0.73,5,mae_filter_exit,True,5.0
2023-07-18 09:37:00-04:00,2023-07-18 09:41:00-04:00,2023-07-17,0.8051197169748825,0.48568515658159,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,4,9,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00,61,15755.25,21,1.3,0.87,-0.2,14,5,LOSS,stop,-1.0444,9,0.67,0.06,-0.44,0.67,0.06,-0.13,0.67,0.11,-0.5,1.04,0.11,-0.98,1.3,0.11,-0.8,1.3,0.11,-0.3,1.3,0.11,-0.27,1.3,0.11,-0.54,1.3,0.11,-0.57,1.3,0.11,-0.97,1.3,0.11,-0.67,1.3,0.11,-0.55,1.3,0.21,-0.07,1.3,0.87,0.43,1.3,0.87,0.54,1.3,0.87,0.23,1.3,0.87,-0.01,1.3,0.87,0.14,1.3,0.87,-0.11,1.3,0.87,-0.2,0.67,0.06,-0.44,0.67,0.06,-0.13,0.67,0.11,-0.5,1.04,0.11,-0.98,1.3,0.11,-0.8,1.3,0.11,-0.3,1.3,0.11,-0.27,1.3,0.11,-0.54,0.63,0.63,0.63,0.0,0.05,0.05,0.0,0.0,-0.1,-0.41,-0.04,0.26,-1.19,0.0846153846153846,0.1625,0.126,0.0,0.01375,0.0,0.0,0.3117891916022747,0.0231455024943137,0.281627920693751,False,True,FAILURE,0.75,0.98,4,mae_filter_exit,True,4.0
2023-07-19 12:25:00-04:00,2023-07-19 12:45:00-04:00,2023-07-18,0.7636382429298687,0.583909092102442,25.0,1.75,20,-2.0,-3.11,-0.1244,timeout,20,9,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00,62,15974.25,21,0.81,1.08,-0.08,15,3,LOSS,timeout,-0.1244,9,0.17,0.22,0.06,0.66,0.22,-0.63,0.81,0.22,-0.31,0.81,0.22,-0.16,0.81,0.35,0.2,0.81,0.93,0.77,0.81,0.93,0.31,0.81,0.93,-0.23,0.81,0.93,-0.52,0.81,0.93,-0.59,0.81,0.93,-0.21,0.81,0.93,0.08,0.81,0.93,0.09,0.81,0.93,0.57,0.81,1.08,0.7,0.81,1.08,0.27,0.81,1.08,0.3,0.81,1.08,0.25,0.81,1.08,0.25,0.81,1.08,-0.08,0.17,0.22,0.06,0.66,0.22,-0.63,0.81,0.22,-0.31,0.81,0.22,-0.16,0.81,0.35,0.2,0.81,0.93,0.77,0.81,0.93,0.31,0.81,0.93,-0.23,0.64,0.15,0.0,0.0,0.7100000000000001,0.7100000000000001,0.7100000000000001,0.5800000000000001,-0.29,0.4,0.0799999999999999,-0.43,0.12,1.148148148148148,0.10125,0.0,0.0,0.11625,0.142,0.1933333333333333,0.2249087116396974,0.3567211796347394,0.4316227684978102,False,True,FAILURE,0.75,0.31,3,mae_filter_exit,True,3.0
2023-07-20 10:05:00-04:00,2023-07-20 10:24:00-04:00,2023-07-19,0.7998127786237815,0.4600833993322802,25.0,1.75,20,43.75,42.64,1.7056,target,19,9,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00,63,15811.0,21,0.84,2.18,2.1,20,8,WIN,target,1.7056,9,0.32,0.07,-0.2,0.32,0.19,0.14,0.32,0.44,-0.15,0.32,0.44,0.12,0.32,0.76,0.37,0.32,0.76,-0.07,0.52,0.76,-0.5,0.84,0.76,-0.29,0.84,0.76,0.02,0.84,0.76,0.22,0.84,0.76,0.13,0.84,0.76,0.46,0.84,0.85,0.71,0.84,1.07,1.0,0.84,1.56,1.34,0.84,1.56,0.9,0.84,1.56,1.22,0.84,1.63,1.56,0.84,2.01,1.83,0.84,2.18,2.1,0.32,0.07,-0.2,0.32,0.19,0.14,0.32,0.44,-0.15,0.32,0.44,0.12,0.32,0.76,0.37,0.32,0.76,-0.07,0.52,0.76,-0.5,0.84,0.76,-0.29,0.52,0.52,0.52,0.52,0.69,0.5700000000000001,0.32,0.0,-0.0899999999999999,-0.43,-0.1399999999999999,-0.6599999999999999,-0.0799999999999999,0.9047619047619048,0.105,0.104,0.1733333333333333,0.095,0.064,0.0,0.1873118103209572,0.2814630145710597,0.2752531302533827,True,True,RECOVERY,0.75,0.29,8,mae_filter_exit,True,8.0
2023-07-20 12:34:00-04:00,2023-07-20 12:50:00-04:00,2023-07-19,1.0,0.4188169196504754,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,16,9,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00,64,15688.5,21,1.05,0.16,-0.75,1,17,LOSS,stop,-1.0444,9,0.45,0.16,-0.43,0.51,0.16,-0.46,0.51,0.16,-0.07,0.51,0.16,-0.27,0.51,0.16,-0.33,0.78,0.16,-0.75,0.83,0.16,-0.64,0.97,0.16,-0.9,0.97,0.16,-0.8,0.97,0.16,-0.72,0.97,0.16,-0.54,0.97,0.16,-0.47,0.97,0.16,-0.39,0.97,0.16,-0.29,0.97,0.16,-0.58,1.01,0.16,-0.94,1.05,0.16,-0.92,1.05,0.16,-0.83,1.05,0.16,-0.71,1.05,0.16,-0.75,0.45,0.16,-0.43,0.51,0.16,-0.46,0.51,0.16,-0.07,0.51,0.16,-0.27,0.51,0.16,-0.33,0.78,0.16,-0.75,0.83,0.16,-0.64,0.97,0.16,-0.9,0.52,0.4599999999999999,0.4599999999999999,0.4599999999999999,0.0,0.0,0.0,0.0,-0.47,-0.44,-0.8300000000000001,-0.5700000000000001,-0.8099999999999999,0.1649484536082474,0.12125,0.092,0.1533333333333333,0.02,0.0,0.0,0.1956627930175499,0.0,0.2705780848479788,False,True,FAILURE,0.75,0.75,6,mae_filter_exit,True,6.0
2023-07-27 13:06:00-04:00,2023-07-27 13:20:00-04:00,2023-07-26,0.9251408967218676,0.4802375086965463,25.0,1.75,20,43.75,42.64,1.7056,target,14,9,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00,65,15791.75,21,0.92,2.08,1.67,15,6,WIN,target,1.7056,9,0.23,0.57,0.49,0.26,0.92,-0.15,0.73,0.92,-0.39,0.73,0.92,-0.59,0.82,0.92,-0.7,0.92,0.92,-0.4,0.92,0.92,-0.52,0.92,0.92,-0.66,0.92,0.92,-0.5,0.92,0.92,0.39,0.92,1.3,0.71,0.92,1.3,0.29,0.92,1.3,1.03,0.92,2.04,1.89,0.92,2.08,1.54,0.92,2.08,1.28,0.92,2.08,1.11,0.92,2.08,1.41,0.92,2.08,1.28,0.92,2.08,1.67,0.23,0.57,0.49,0.26,0.92,-0.15,0.73,0.92,-0.39,0.73,0.92,-0.59,0.82,0.92,-0.7,0.92,0.92,-0.4,0.92,0.92,-0.52,0.92,0.92,-0.66,0.6900000000000001,0.66,0.19,0.1,0.3500000000000001,0.0,0.0,0.0,-1.15,-0.51,-0.27,0.0399999999999999,0.0,1.0,0.115,0.038,0.0333333333333333,0.115,0.0,0.0,0.2866773945943917,0.1237436867076458,0.3878512233171006,True,True,RECOVERY,0.75,0.7,5,mae_filter_exit,True,5.0
2023-07-28 13:47:00-04:00,2023-07-28 13:52:00-04:00,2023-07-27,0.9349914726636958,0.408468576479288,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,5,9,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00,66,15782.0,21,2.8,0.04,-2.62,1,18,LOSS,stop,-1.0444,9,0.48,0.04,-0.27,0.48,0.04,-0.1,0.6,0.04,-0.6,0.87,0.04,-0.84,1.35,0.04,-1.33,1.35,0.04,-1.12,1.45,0.04,-1.42,1.59,0.04,-1.46,2.1,0.04,-1.85,2.1,0.04,-1.93,2.16,0.04,-2.01,2.16,0.04,-2.11,2.18,0.04,-2.09,2.45,0.04,-2.38,2.5,0.04,-2.3,2.56,0.04,-2.44,2.7,0.04,-2.69,2.8,0.04,-2.68,2.8,0.04,-2.63,2.8,0.04,-2.62,0.48,0.04,-0.27,0.48,0.04,-0.1,0.6,0.04,-0.6,0.87,0.04,-0.84,1.35,0.04,-1.33,1.35,0.04,-1.12,1.45,0.04,-1.42,1.59,0.04,-1.46,1.11,1.11,0.99,0.24,0.0,0.0,0.0,0.0,-1.19,-1.36,-0.86,-0.1299999999999999,-1.55,0.0251572327044025,0.19875,0.198,0.08,0.005,0.0,0.0,0.4644024578500235,0.0,0.52743990856102,False,True,FAILURE,0.75,0.84,4,mae_filter_exit,True,4.0
2023-08-02 09:36:00-04:00,2023-08-02 09:44:00-04:00,2023-08-01,0.909141297696147,0.576046101540656,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,8,9,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00,67,15604.0,21,1.11,0.9,0.0,18,8,LOSS,stop,-1.0444,9,0.25,0.64,0.41,0.25,0.71,0.18,0.4,0.71,-0.38,0.45,0.71,0.05,0.45,0.71,0.0,0.47,0.71,-0.23,0.82,0.71,-0.74,1.11,0.71,-0.14,1.11,0.71,-0.32,1.11,0.71,-0.1,1.11,0.71,-0.01,1.11,0.71,0.03,1.11,0.71,-0.53,1.11,0.71,0.08,1.11,0.71,0.4,1.11,0.71,0.46,1.11,0.71,-0.18,1.11,0.9,0.68,1.11,0.9,0.45,1.11,0.9,0.0,0.25,0.64,0.41,0.25,0.71,0.18,0.4,0.71,-0.38,0.45,0.71,0.05,0.45,0.71,0.0,0.47,0.71,-0.23,0.82,0.71,-0.74,1.11,0.71,-0.14,0.8600000000000001,0.8600000000000001,0.7100000000000001,0.6600000000000001,0.0699999999999999,0.0,0.0,0.0,-0.55,-0.32,0.24,-0.14,-0.4000000000000001,0.6396396396396395,0.13875,0.142,0.22,0.08875,0.0,0.0,0.295296461204668,0.0247487373415291,0.3539950564626574,False,True,FAILURE,0.75,0.74,7,mae_filter_exit,True,7.0
2023-08-09 15:55:00-04:00,2023-08-09 16:01:00-04:00,2023-08-08,1.0,0.4786557037920093,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,6,10,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00,68,15175.0,21,1.48,0.31,-1.18,1,20,LOSS,stop,-1.0444,10,0.51,0.31,-0.35,0.57,0.31,-0.26,0.57,0.31,-0.05,0.57,0.31,-0.21,0.75,0.31,-0.74,1.15,0.31,-0.83,1.15,0.31,-0.75,1.15,0.31,-0.75,1.15,0.31,-0.87,1.15,0.31,-0.94,1.15,0.31,-0.94,1.15,0.31,-0.93,1.15,0.31,-0.97,1.15,0.31,-0.98,1.15,0.31,-0.87,1.15,0.31,-0.89,1.15,0.31,-1.01,1.24,0.31,-1.22,1.42,0.31,-1.37,1.48,0.31,-1.18,0.51,0.31,-0.35,0.57,0.31,-0.26,0.57,0.31,-0.05,0.57,0.31,-0.21,0.75,0.31,-0.74,1.15,0.31,-0.83,1.15,0.31,-0.75,1.15,0.31,-0.75,0.6399999999999999,0.58,0.58,0.3999999999999999,0.0,0.0,0.0,0.0,-0.4,-0.49,-0.7,-0.01,-0.8399999999999999,0.2695652173913043,0.14375,0.1159999999999999,0.1333333333333333,0.03875,0.0,0.0,0.2958643511572732,0.0,0.3065359452238607,False,True,FAILURE,0.75,0.74,5,mae_filter_exit,True,5.0
2023-08-15 10:24:00-04:00,2023-08-15 10:44:00-04:00,2023-08-14,1.0,0.5648568573482232,25.0,1.75,20,-16.5,-17.61,-0.7044,timeout,20,10,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00,69,15120.75,21,0.93,0.51,-0.66,8,19,LOSS,timeout,-0.7044,10,0.35,0.31,-0.14,0.43,0.31,-0.33,0.54,0.31,-0.44,0.78,0.31,-0.71,0.8,0.31,-0.63,0.8,0.31,-0.13,0.8,0.31,0.11,0.8,0.51,0.26,0.8,0.51,0.17,0.8,0.51,0.19,0.8,0.51,0.2,0.8,0.51,0.31,0.8,0.51,0.3,0.8,0.51,-0.18,0.8,0.51,-0.44,0.8,0.51,-0.09,0.8,0.51,-0.37,0.8,0.51,-0.35,0.93,0.51,-0.87,0.93,0.51,-0.66,0.35,0.31,-0.14,0.43,0.31,-0.33,0.54,0.31,-0.44,0.78,0.31,-0.71,0.8,0.31,-0.63,0.8,0.31,-0.13,0.8,0.31,0.11,0.8,0.51,0.26,0.45,0.37,0.26,0.0,0.2,0.2,0.2,0.2,0.4,0.5900000000000001,0.7,0.89,-0.29,0.6375,0.1,0.052,0.0,0.06375,0.04,0.0666666666666666,0.1912925956299855,0.0707106781186547,0.3411508882758897,False,True,FAILURE,0.75,0.71,4,mae_filter_exit,True,4.0
